clean_utterance_path,embedding_utterance_path,interference_utterance_path,clean_segment,interference_segment,segment_length
datasets/LibriSpeech/test-clean/3570/5696/3570-5696-0005.flac,datasets/LibriSpeech/test-clean/3570/5696/3570-5696-0006.flac,datasets/LibriSpeech/test-clean/5639/40744/5639-40744-0038.flac,56187,19078,3
datasets/LibriSpeech/dev-clean/3536/8226/3536-8226-0005.flac,datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0011.flac,datasets/LibriSpeech/dev-clean/6313/76958/6313-76958-0029.flac,26558,41735,3
datasets/LibriSpeech/dev-clean/8297/275155/8297-275155-0009.flac,datasets/LibriSpeech/dev-clean/8297/275155/8297-275155-0017.flac,datasets/LibriSpeech/dev-clean/777/126732/777-126732-0063.flac,3749,90131,3
datasets/LibriSpeech/dev-clean/2803/161169/2803-161169-0014.flac,datasets/LibriSpeech/dev-clean/2803/154328/2803-154328-0003.flac,datasets/LibriSpeech/dev-clean/1673/143397/1673-143397-0016.flac,7842,42863,3
datasets/LibriSpeech/test-clean/3575/170457/3575-170457-0037.flac,datasets/LibriSpeech/test-clean/3575/170457/3575-170457-0023.flac,datasets/LibriSpeech/dev-clean/3752/4943/3752-4943-0001.flac,66136,50812,3
datasets/LibriSpeech/test-clean/8224/274384/8224-274384-0000.flac,datasets/LibriSpeech/test-clean/8224/274381/8224-274381-0001.flac,datasets/LibriSpeech/dev-clean/5536/43358/5536-43358-0008.flac,5435,34550,3
datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0034.flac,datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0019.flac,datasets/LibriSpeech/dev-clean/8297/275154/8297-275154-0020.flac,18999,983,3
datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0001.flac,datasets/LibriSpeech/test-clean/1221/135766/1221-135766-0008.flac,datasets/LibriSpeech/test-clean/1995/1826/1995-1826-0016.flac,107577,32244,3
datasets/LibriSpeech/test-clean/8224/274381/8224-274381-0009.flac,datasets/LibriSpeech/test-clean/8224/274384/8224-274384-0010.flac,datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0017.flac,61289,7320,3
datasets/LibriSpeech/test-clean/1221/135766/1221-135766-0012.flac,datasets/LibriSpeech/test-clean/1221/135766/1221-135766-0001.flac,datasets/LibriSpeech/dev-clean/5694/64025/5694-64025-0007.flac,53460,2048,3
datasets/LibriSpeech/test-clean/3575/170457/3575-170457-0021.flac,datasets/LibriSpeech/test-clean/3575/170457/3575-170457-0054.flac,datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0000.flac,175,20478,3
datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0018.flac,datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0014.flac,datasets/LibriSpeech/dev-clean/1993/147149/1993-147149-0003.flac,1336,95411,3
datasets/LibriSpeech/dev-clean/422/122949/422-122949-0011.flac,datasets/LibriSpeech/dev-clean/422/122949/422-122949-0027.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0000.flac,42550,20157,3
datasets/LibriSpeech/dev-clean/2803/154328/2803-154328-0007.flac,datasets/LibriSpeech/dev-clean/2803/161169/2803-161169-0002.flac,datasets/LibriSpeech/dev-clean/3081/166546/3081-166546-0028.flac,24967,2375,3
datasets/LibriSpeech/dev-clean/6319/57405/6319-57405-0006.flac,datasets/LibriSpeech/dev-clean/6319/64726/6319-64726-0008.flac,datasets/LibriSpeech/dev-clean/251/118436/251-118436-0022.flac,4898,9708,3
datasets/LibriSpeech/dev-clean/3853/163249/3853-163249-0000.flac,datasets/LibriSpeech/dev-clean/3853/163249/3853-163249-0015.flac,datasets/LibriSpeech/dev-clean/84/121550/84-121550-0015.flac,59022,14700,3
datasets/LibriSpeech/dev-clean/7850/286674/7850-286674-0012.flac,datasets/LibriSpeech/dev-clean/7850/111771/7850-111771-0003.flac,datasets/LibriSpeech/test-clean/8455/210777/8455-210777-0041.flac,22,31083,3
datasets/LibriSpeech/dev-clean/6313/66129/6313-66129-0009.flac,datasets/LibriSpeech/dev-clean/6313/76958/6313-76958-0000.flac,datasets/LibriSpeech/dev-clean/251/118436/251-118436-0006.flac,11002,609,3
datasets/LibriSpeech/dev-clean/2412/153954/2412-153954-0016.flac,datasets/LibriSpeech/dev-clean/2412/153954/2412-153954-0013.flac,datasets/LibriSpeech/dev-clean/251/118436/251-118436-0008.flac,19189,16020,3
datasets/LibriSpeech/dev-clean/1272/141231/1272-141231-0014.flac,datasets/LibriSpeech/dev-clean/1272/135031/1272-135031-0007.flac,datasets/LibriSpeech/dev-clean/8297/275155/8297-275155-0018.flac,7384,36536,3
datasets/LibriSpeech/dev-clean/2902/9008/2902-9008-0013.flac,datasets/LibriSpeech/dev-clean/2902/9008/2902-9008-0016.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0041.flac,88692,75617,3
datasets/LibriSpeech/test-clean/3570/5694/3570-5694-0005.flac,datasets/LibriSpeech/test-clean/3570/5695/3570-5695-0014.flac,datasets/LibriSpeech/dev-clean/5536/43358/5536-43358-0017.flac,35335,149922,3
datasets/LibriSpeech/dev-clean/6319/275224/6319-275224-0017.flac,datasets/LibriSpeech/dev-clean/6319/57405/6319-57405-0009.flac,datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0023.flac,56927,20603,3
datasets/LibriSpeech/test-clean/1221/135766/1221-135766-0013.flac,datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0011.flac,datasets/LibriSpeech/dev-clean/5338/284437/5338-284437-0017.flac,123,8603,3
datasets/LibriSpeech/dev-clean/777/126732/777-126732-0048.flac,datasets/LibriSpeech/dev-clean/777/126732/777-126732-0032.flac,datasets/LibriSpeech/dev-clean/1919/142785/1919-142785-0032.flac,71,3773,3
datasets/LibriSpeech/dev-clean/8842/304647/8842-304647-0008.flac,datasets/LibriSpeech/dev-clean/8842/302201/8842-302201-0005.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0009.flac,66462,41789,3
datasets/LibriSpeech/dev-clean/3081/166546/3081-166546-0004.flac,datasets/LibriSpeech/dev-clean/3081/166546/3081-166546-0088.flac,datasets/LibriSpeech/dev-clean/7976/110124/7976-110124-0022.flac,2914,3792,3
datasets/LibriSpeech/test-clean/1089/134686/1089-134686-0028.flac,datasets/LibriSpeech/test-clean/1089/134686/1089-134686-0024.flac,datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0011.flac,19918,119913,3
datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0030.flac,datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0009.flac,datasets/LibriSpeech/dev-clean/8297/275155/8297-275155-0017.flac,2344,47020,3
datasets/LibriSpeech/dev-clean/652/130737/652-130737-0009.flac,datasets/LibriSpeech/dev-clean/652/130737/652-130737-0002.flac,datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0047.flac,7526,33575,3
datasets/LibriSpeech/dev-clean/652/130726/652-130726-0032.flac,datasets/LibriSpeech/dev-clean/652/129742/652-129742-0019.flac,datasets/LibriSpeech/dev-clean/3081/166546/3081-166546-0082.flac,1952,21183,3
datasets/LibriSpeech/dev-clean/7976/105575/7976-105575-0022.flac,datasets/LibriSpeech/dev-clean/7976/110124/7976-110124-0021.flac,datasets/LibriSpeech/dev-clean/6241/66616/6241-66616-0010.flac,3053,79092,3
datasets/LibriSpeech/test-clean/7127/75947/7127-75947-0040.flac,datasets/LibriSpeech/test-clean/7127/75947/7127-75947-0007.flac,datasets/LibriSpeech/test-clean/4507/16021/4507-16021-0037.flac,141445,10705,3
datasets/LibriSpeech/dev-clean/2277/149896/2277-149896-0014.flac,datasets/LibriSpeech/dev-clean/2277/149897/2277-149897-0001.flac,datasets/LibriSpeech/test-clean/5683/32866/5683-32866-0011.flac,3837,13852,3
datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0035.flac,datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0043.flac,datasets/LibriSpeech/test-clean/5683/32865/5683-32865-0008.flac,2569,17444,3
datasets/LibriSpeech/dev-clean/652/130726/652-130726-0014.flac,datasets/LibriSpeech/dev-clean/652/130726/652-130726-0028.flac,datasets/LibriSpeech/test-clean/7729/102255/7729-102255-0028.flac,11972,12698,3
datasets/LibriSpeech/dev-clean/6345/93306/6345-93306-0000.flac,datasets/LibriSpeech/dev-clean/6345/93306/6345-93306-0015.flac,datasets/LibriSpeech/dev-clean/6313/66129/6313-66129-0016.flac,5971,212,3
datasets/LibriSpeech/dev-clean/1673/143397/1673-143397-0019.flac,datasets/LibriSpeech/dev-clean/1673/143396/1673-143396-0008.flac,datasets/LibriSpeech/dev-clean/3853/163249/3853-163249-0043.flac,40574,7007,3
datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0008.flac,datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0010.flac,datasets/LibriSpeech/test-clean/8555/284447/8555-284447-0014.flac,73741,6373,3
datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0021.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0014.flac,datasets/LibriSpeech/dev-clean/5694/64025/5694-64025-0023.flac,144912,4872,3
datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0017.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0003.flac,datasets/LibriSpeech/test-clean/237/134500/237-134500-0039.flac,19772,2924,3
datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0019.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0006.flac,datasets/LibriSpeech/dev-clean/2086/149220/2086-149220-0012.flac,41225,120013,3
datasets/LibriSpeech/dev-clean/251/136532/251-136532-0023.flac,datasets/LibriSpeech/dev-clean/251/118436/251-118436-0021.flac,datasets/LibriSpeech/test-clean/8463/287645/8463-287645-0009.flac,67495,559,3
datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0019.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0025.flac,datasets/LibriSpeech/dev-clean/1993/147149/1993-147149-0023.flac,133534,12535,3
datasets/LibriSpeech/dev-clean/84/121123/84-121123-0025.flac,datasets/LibriSpeech/dev-clean/84/121550/84-121550-0034.flac,datasets/LibriSpeech/dev-clean/2035/147960/2035-147960-0003.flac,31840,11945,3
datasets/LibriSpeech/dev-clean/1919/142785/1919-142785-0022.flac,datasets/LibriSpeech/dev-clean/1919/142785/1919-142785-0055.flac,datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0057.flac,39751,39683,3
datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0002.flac,datasets/LibriSpeech/dev-clean/3536/8226/3536-8226-0016.flac,datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0010.flac,30979,169960,3
datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0054.flac,datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0030.flac,datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0008.flac,32805,5775,3
datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0028.flac,datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0039.flac,datasets/LibriSpeech/test-clean/7021/79740/7021-79740-0001.flac,2819,10084,3
datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0040.flac,datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0011.flac,datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0014.flac,45538,19839,3
datasets/LibriSpeech/test-clean/8224/274384/8224-274384-0004.flac,datasets/LibriSpeech/test-clean/8224/274384/8224-274384-0010.flac,datasets/LibriSpeech/test-clean/8455/210777/8455-210777-0016.flac,44019,140028,3
datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0001.flac,datasets/LibriSpeech/dev-clean/3170/137482/3170-137482-0009.flac,datasets/LibriSpeech/test-clean/5105/28233/5105-28233-0003.flac,184969,124104,3
datasets/LibriSpeech/dev-clean/1988/24833/1988-24833-0015.flac,datasets/LibriSpeech/dev-clean/1988/147956/1988-147956-0021.flac,datasets/LibriSpeech/dev-clean/1462/170142/1462-170142-0012.flac,7426,30629,3
datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0010.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0032.flac,datasets/LibriSpeech/test-clean/5683/32879/5683-32879-0003.flac,23575,81544,3
datasets/LibriSpeech/test-clean/3570/5695/3570-5695-0007.flac,datasets/LibriSpeech/test-clean/3570/5696/3570-5696-0008.flac,datasets/LibriSpeech/dev-clean/2902/9006/2902-9006-0005.flac,23102,292139,3
datasets/LibriSpeech/dev-clean/1272/141231/1272-141231-0031.flac,datasets/LibriSpeech/dev-clean/1272/128104/1272-128104-0002.flac,datasets/LibriSpeech/test-clean/8463/294825/8463-294825-0016.flac,40428,2560,3
datasets/LibriSpeech/dev-clean/3752/4944/3752-4944-0048.flac,datasets/LibriSpeech/dev-clean/3752/4943/3752-4943-0004.flac,datasets/LibriSpeech/test-clean/1995/1836/1995-1836-0014.flac,2565,59449,3
datasets/LibriSpeech/test-clean/61/70970/61-70970-0025.flac,datasets/LibriSpeech/test-clean/61/70970/61-70970-0003.flac,datasets/LibriSpeech/test-clean/3575/170457/3575-170457-0017.flac,29152,24215,3
datasets/LibriSpeech/dev-clean/5694/64029/5694-64029-0003.flac,datasets/LibriSpeech/dev-clean/5694/64025/5694-64025-0010.flac,datasets/LibriSpeech/dev-clean/422/122949/422-122949-0000.flac,1798,73470,3
datasets/LibriSpeech/test-clean/5639/40744/5639-40744-0013.flac,datasets/LibriSpeech/test-clean/5639/40744/5639-40744-0002.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0005.flac,74,129071,3
datasets/LibriSpeech/dev-clean/7976/110124/7976-110124-0015.flac,datasets/LibriSpeech/dev-clean/7976/105575/7976-105575-0005.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0007.flac,13534,86089,3
datasets/LibriSpeech/test-clean/7176/88083/7176-88083-0006.flac,datasets/LibriSpeech/test-clean/7176/88083/7176-88083-0027.flac,datasets/LibriSpeech/dev-clean/2086/149220/2086-149220-0005.flac,4215,7793,3
datasets/LibriSpeech/test-clean/5142/36377/5142-36377-0004.flac,datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0043.flac,datasets/LibriSpeech/dev-clean/2412/153947/2412-153947-0014.flac,12946,139697,3
datasets/LibriSpeech/test-clean/6829/68769/6829-68769-0036.flac,datasets/LibriSpeech/test-clean/6829/68771/6829-68771-0021.flac,datasets/LibriSpeech/test-clean/4992/41806/4992-41806-0012.flac,7001,24892,3
datasets/LibriSpeech/dev-clean/6241/66616/6241-66616-0013.flac,datasets/LibriSpeech/dev-clean/6241/61943/6241-61943-0007.flac,datasets/LibriSpeech/test-clean/237/126133/237-126133-0018.flac,19192,854,3
datasets/LibriSpeech/dev-clean/2902/9008/2902-9008-0012.flac,datasets/LibriSpeech/dev-clean/2902/9006/2902-9006-0020.flac,datasets/LibriSpeech/test-clean/4970/29095/4970-29095-0023.flac,5953,1,3
datasets/LibriSpeech/dev-clean/2277/149897/2277-149897-0018.flac,datasets/LibriSpeech/dev-clean/2277/149897/2277-149897-0005.flac,datasets/LibriSpeech/test-clean/7729/102255/7729-102255-0018.flac,1787,61326,3
datasets/LibriSpeech/test-clean/2830/3979/2830-3979-0006.flac,datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0005.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0010.flac,4643,182902,3
datasets/LibriSpeech/test-clean/7127/75947/7127-75947-0038.flac,datasets/LibriSpeech/test-clean/7127/75946/7127-75946-0013.flac,datasets/LibriSpeech/dev-clean/1993/147149/1993-147149-0004.flac,41514,14669,3
datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0047.flac,datasets/LibriSpeech/test-clean/2830/3980/2830-3980-0062.flac,datasets/LibriSpeech/dev-clean/3853/163249/3853-163249-0019.flac,77380,25014,3
datasets/LibriSpeech/test-clean/2961/961/2961-961-0022.flac,datasets/LibriSpeech/test-clean/2961/961/2961-961-0014.flac,datasets/LibriSpeech/dev-clean/6295/244435/6295-244435-0029.flac,7947,3637,3
datasets/LibriSpeech/dev-clean/84/121550/84-121550-0026.flac,datasets/LibriSpeech/dev-clean/84/121550/84-121550-0004.flac,datasets/LibriSpeech/dev-clean/8297/275155/8297-275155-0017.flac,49598,41338,3
datasets/LibriSpeech/test-clean/237/134500/237-134500-0039.flac,datasets/LibriSpeech/test-clean/237/134500/237-134500-0027.flac,datasets/LibriSpeech/dev-clean/6319/275224/6319-275224-0011.flac,8012,93085,3
datasets/LibriSpeech/dev-clean/6319/57405/6319-57405-0005.flac,datasets/LibriSpeech/dev-clean/6319/64726/6319-64726-0010.flac,datasets/LibriSpeech/test-clean/237/134500/237-134500-0012.flac,8395,39050,3
datasets/LibriSpeech/test-clean/908/157963/908-157963-0025.flac,datasets/LibriSpeech/test-clean/908/31957/908-31957-0007.flac,datasets/LibriSpeech/test-clean/2961/961/2961-961-0016.flac,43128,13143,3
datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0027.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0020.flac,datasets/LibriSpeech/test-clean/1284/1181/1284-1181-0020.flac,37441,19165,3
datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0041.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0019.flac,datasets/LibriSpeech/test-clean/4446/2273/4446-2273-0016.flac,54476,9344,3
datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0030.flac,datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0021.flac,datasets/LibriSpeech/dev-clean/3536/23268/3536-23268-0012.flac,1792,14906,3
datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0034.flac,datasets/LibriSpeech/test-clean/1320/122617/1320-122617-0009.flac,datasets/LibriSpeech/dev-clean/5895/34629/5895-34629-0007.flac,74058,38131,3
datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0013.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0002.flac,datasets/LibriSpeech/test-clean/4992/41797/4992-41797-0014.flac,70770,40800,3
datasets/LibriSpeech/dev-clean/422/122949/422-122949-0005.flac,datasets/LibriSpeech/dev-clean/422/122949/422-122949-0013.flac,datasets/LibriSpeech/dev-clean/8842/302196/8842-302196-0012.flac,15062,7786,3
datasets/LibriSpeech/test-clean/6930/76324/6930-76324-0017.flac,datasets/LibriSpeech/test-clean/6930/81414/6930-81414-0000.flac,datasets/LibriSpeech/test-clean/2094/142345/2094-142345-0034.flac,17670,65947,3
datasets/LibriSpeech/test-clean/1221/135766/1221-135766-0007.flac,datasets/LibriSpeech/test-clean/1221/135767/1221-135767-0002.flac,datasets/LibriSpeech/dev-clean/5694/64038/5694-64038-0017.flac,75895,137690,3
datasets/LibriSpeech/test-clean/7176/88083/7176-88083-0012.flac,datasets/LibriSpeech/test-clean/7176/88083/7176-88083-0014.flac,datasets/LibriSpeech/dev-clean/422/122949/422-122949-0021.flac,19637,124535,3
datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0033.flac,datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0021.flac,datasets/LibriSpeech/test-clean/8455/210777/8455-210777-0015.flac,295189,35378,3
datasets/LibriSpeech/dev-clean/5694/64038/5694-64038-0025.flac,datasets/LibriSpeech/dev-clean/5694/64025/5694-64025-0022.flac,datasets/LibriSpeech/test-clean/5105/28240/5105-28240-0000.flac,28273,230,3
datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0004.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0013.flac,datasets/LibriSpeech/dev-clean/1993/147149/1993-147149-0004.flac,107314,46487,3
datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0032.flac,datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0062.flac,datasets/LibriSpeech/dev-clean/652/129742/652-129742-0004.flac,10095,2196,3
datasets/LibriSpeech/dev-clean/2412/153954/2412-153954-0011.flac,datasets/LibriSpeech/dev-clean/2412/153948/2412-153948-0011.flac,datasets/LibriSpeech/test-clean/4992/41806/4992-41806-0003.flac,15155,16264,3
datasets/LibriSpeech/test-clean/8463/294825/8463-294825-0009.flac,datasets/LibriSpeech/test-clean/8463/294828/8463-294828-0035.flac,datasets/LibriSpeech/dev-clean/3853/163249/3853-163249-0010.flac,107560,67506,3
datasets/LibriSpeech/dev-clean/6345/93302/6345-93302-0000.flac,datasets/LibriSpeech/dev-clean/6345/93302/6345-93302-0004.flac,datasets/LibriSpeech/dev-clean/6313/66129/6313-66129-0022.flac,27449,683,3
datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0018.flac,datasets/LibriSpeech/dev-clean/3576/138058/3576-138058-0009.flac,datasets/LibriSpeech/dev-clean/1272/128104/1272-128104-0003.flac,58828,34514,3
datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0038.flac,datasets/LibriSpeech/test-clean/3729/6852/3729-6852-0044.flac,datasets/LibriSpeech/dev-clean/1673/143396/1673-143396-0004.flac,5696,59325,3
datasets/LibriSpeech/dev-clean/3853/163249/3853-163249-0004.flac,datasets/LibriSpeech/dev-clean/3853/163249/3853-163249-0025.flac,datasets/LibriSpeech/dev-clean/2803/154320/2803-154320-0011.flac,21904,2321,3
datasets/LibriSpeech/dev-clean/1988/147956/1988-147956-0019.flac,datasets/LibriSpeech/dev-clean/1988/24833/1988-24833-0002.flac,datasets/LibriSpeech/dev-clean/652/130737/652-130737-0005.flac,33547,3997,3
datasets/LibriSpeech/dev-clean/422/122949/422-122949-0032.flac,datasets/LibriSpeech/dev-clean/422/122949/422-122949-0035.flac,datasets/LibriSpeech/test-clean/4992/23283/4992-23283-0012.flac,83132,228120,3
datasets/LibriSpeech/test-clean/5683/32879/5683-32879-0005.flac,datasets/LibriSpeech/test-clean/5683/32879/5683-32879-0015.flac,datasets/LibriSpeech/test-clean/4507/16021/4507-16021-0031.flac,26068,64188,3
datasets/LibriSpeech/dev-clean/84/121123/84-121123-0025.flac,datasets/LibriSpeech/dev-clean/84/121550/84-121550-0027.flac,datasets/LibriSpeech/dev-clean/1673/143397/1673-143397-0020.flac,8779,177388,3
datasets/LibriSpeech/dev-clean/6295/244435/6295-244435-0029.flac,datasets/LibriSpeech/dev-clean/6295/64301/6295-64301-0017.flac,datasets/LibriSpeech/test-clean/7021/85628/7021-85628-0008.flac,584,22860,3
datasets/LibriSpeech/dev-clean/422/122949/422-122949-0015.flac,datasets/LibriSpeech/dev-clean/422/122949/422-122949-0021.flac,datasets/LibriSpeech/test-clean/4507/16021/4507-16021-0050.flac,127106,301,3
datasets/LibriSpeech/test-clean/5142/36586/5142-36586-0003.flac,datasets/LibriSpeech/test-clean/5142/33396/5142-33396-0009.flac,datasets/LibriSpeech/test-clean/8230/279154/8230-279154-0030.flac,20130,39446,3
datasets/LibriSpeech/dev-clean/2035/147961/2035-147961-0011.flac,datasets/LibriSpeech/dev-clean/2035/152373/2035-152373-0012.flac,datasets/LibriSpeech/test-clean/5639/40744/5639-40744-0004.flac,21135,84854,3
datasets/LibriSpeech/dev-clean/2803/154320/2803-154320-0012.flac,datasets/LibriSpeech/dev-clean/2803/161169/2803-161169-0017.flac,datasets/LibriSpeech/test-clean/908/31957/908-31957-0006.flac,52006,23218,3
datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0046.flac,datasets/LibriSpeech/dev-clean/2078/142845/2078-142845-0005.flac,datasets/LibriSpeech/test-clean/4507/16021/4507-16021-0029.flac,18673,808,3
datasets/LibriSpeech/test-clean/1995/1826/1995-1826-0020.flac,datasets/LibriSpeech/test-clean/1995/1826/1995-1826-0021.flac,datasets/LibriSpeech/dev-clean/5536/43359/5536-43359-0007.flac,20021,195090,3
datasets/LibriSpeech/dev-clean/3752/4944/3752-4944-0048.flac,datasets/LibriSpeech/dev-clean/3752/4943/3752-4943-0007.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0012.flac,16004,137359,3
datasets/LibriSpeech/test-clean/5639/40744/5639-40744-0041.flac,datasets/LibriSpeech/test-clean/5639/40744/5639-40744-0021.flac,datasets/LibriSpeech/dev-clean/5895/34622/5895-34622-0014.flac,106984,11448,3
datasets/LibriSpeech/dev-clean/2277/149897/2277-149897-0033.flac,datasets/LibriSpeech/dev-clean/2277/149874/2277-149874-0018.flac,datasets/LibriSpeech/test-clean/908/31957/908-31957-0015.flac,12368,28970,3
datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0036.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0034.flac,datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0027.flac,50806,5054,3
datasets/LibriSpeech/dev-clean/5895/34629/5895-34629-0022.flac,datasets/LibriSpeech/dev-clean/5895/34629/5895-34629-0028.flac,datasets/LibriSpeech/dev-clean/652/130737/652-130737-0000.flac,1493,34039,3
datasets/LibriSpeech/dev-clean/1272/141231/1272-141231-0010.flac,datasets/LibriSpeech/dev-clean/1272/141231/1272-141231-0002.flac,datasets/LibriSpeech/dev-clean/174/84280/174-84280-0004.flac,79576,224091,3
datasets/LibriSpeech/test-clean/1995/1836/1995-1836-0009.flac,datasets/LibriSpeech/test-clean/1995/1826/1995-1826-0026.flac,datasets/LibriSpeech/test-clean/6930/76324/6930-76324-0009.flac,5882,614,3
datasets/LibriSpeech/test-clean/4992/41797/4992-41797-0001.flac,datasets/LibriSpeech/test-clean/4992/23283/4992-23283-0006.flac,datasets/LibriSpeech/dev-clean/1988/147956/1988-147956-0000.flac,360971,33250,3
datasets/LibriSpeech/dev-clean/1993/147149/1993-147149-0021.flac,datasets/LibriSpeech/dev-clean/1993/147966/1993-147966-0002.flac,datasets/LibriSpeech/test-clean/121/123852/121-123852-0003.flac,17210,31838,3
datasets/LibriSpeech/dev-clean/5895/34622/5895-34622-0007.flac,datasets/LibriSpeech/dev-clean/5895/34629/5895-34629-0016.flac,datasets/LibriSpeech/dev-clean/251/137823/251-137823-0006.flac,11109,238,3
datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0018.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0005.flac,datasets/LibriSpeech/dev-clean/6295/64301/6295-64301-0029.flac,216815,67563,3
datasets/LibriSpeech/dev-clean/6345/93306/6345-93306-0025.flac,datasets/LibriSpeech/dev-clean/6345/93302/6345-93302-0006.flac,datasets/LibriSpeech/test-clean/2300/131720/2300-131720-0017.flac,26850,49887,3
datasets/LibriSpeech/test-clean/4077/13751/4077-13751-0016.flac,datasets/LibriSpeech/test-clean/4077/13754/4077-13754-0013.flac,datasets/LibriSpeech/test-clean/1580/141083/1580-141083-0045.flac,61152,692,3
datasets/LibriSpeech/dev-clean/1993/147965/1993-147965-0006.flac,datasets/LibriSpeech/dev-clean/1993/147149/1993-147149-0012.flac,datasets/LibriSpeech/dev-clean/2428/83705/2428-83705-0029.flac,20948,16178,3
datasets/LibriSpeech/test-clean/4992/23283/4992-23283-0014.flac,datasets/LibriSpeech/test-clean/4992/23283/4992-23283-0007.flac,datasets/LibriSpeech/test-clean/1188/133604/1188-133604-0024.flac,5140,80334,3
datasets/LibriSpeech/dev-clean/5338/24615/5338-24615-0006.flac,datasets/LibriSpeech/dev-clean/5338/284437/5338-284437-0025.flac,datasets/LibriSpeech/test-clean/7729/102255/7729-102255-0018.flac,3879,46606,3
datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0013.flac,datasets/LibriSpeech/dev-clean/3000/15664/3000-15664-0029.flac,datasets/LibriSpeech/dev-clean/84/121550/84-121550-0026.flac,32058,38722,3
