clean_utterance_path,embedding_utterance_path,interference_utterance_path,clean_segment,interference_segment,segment_length
datasets/VinBigdata/dataset/49168/49168/vinfast-vsmart-000004346-49168-HaTinh-MienTrung-1995-nam-vinfast-vsmart.wav,datasets/VinBigdata/dataset/49168/49168/vinfast-vsmart-000000441-49168-HaTinh-MienTrung-1995-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/48534/48534/vinfast-vsmart-000000031-48534-BinhDinh-MienTrung-2001-nu-vinfast-vsmart-1.wav,4032,985,3
datasets/ZaloAI2020/dataset/672/672-F-27/16k_672-12.wav,datasets/ZaloAI2020/dataset/672/672-F-27/16k_672-26.wav,datasets/VinBigdata/dataset/51303/51303/vinfast-vsmart-000000026-51303-QuangNgai-MienTrung-2002-nu-vinfast-vsmart-1.wav,4375,1562,3
datasets/ZaloAI2020/private-test/7/7/16k_e84XYcvZjURKa10aGp3r.wav,datasets/ZaloAI2020/private-test/7/7/16k_yKI15XsPyXyh48DCcEm9.wav,datasets/ZaloAI2020/dataset/735/735-F-35/16k_735-5.wav,100901,14625,3
datasets/ZaloAI2020/dataset/67/67-F-26/16k_67-12.wav,datasets/ZaloAI2020/dataset/67/67-F-26/16k_67-10.wav,datasets/VinBigdata/dataset/Buingoctoan_hr_0712/Buingoctoan_hr_0712/vinfast-vsmart-000004054-Buingoctoan_hr_0712-TPHoChiMinh-MienNam-2001-nam-vinfast-vsmart-1.wav,16629,735,3
datasets/ZaloAI2020/dataset/587/587-M-35/16k_587-6.wav,datasets/ZaloAI2020/dataset/587/587-M-35/16k_587-20.wav,datasets/ZaloAI2020/dataset/745/745-F-25/16k_745-4.wav,5045,26,3
datasets/VinBigdata/dataset/48424/48424/vinfast-vsmart-000005804-48424-KhanhHoa-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/48424/48424/vinfast-vsmart-000001429-48424-KhanhHoa-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47348/47348/vinfast-vsmart-000004041-47348-GiaLai-MienTrung-2001-nu-vinfast-vsmart-1.wav,1006,5454,3
datasets/ZaloAI2020/dataset/719/719-F-29/16k_719-10.wav,datasets/ZaloAI2020/dataset/719/719-F-29/16k_719-3.wav,datasets/VinBigdata/dataset/50070/50070/vinfast-vsmart-000006500-50070-GiaLai-MienTrung-2000-nam-vinfast-vsmart-1.wav,2214,2727,3
datasets/VinBigdata/dataset/Banglab_cr_712/Banglab_cr_712/vinfast-vsmart-000000515-Banglab_cr_712-HaNoi-MienBac-1999-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Banglab_cr_712/Banglab_cr_712/vinfast-vsmart-000003531-Banglab_cr_712-HaNoi-MienBac-1999-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/448/448-M-34/16k_448-46.wav,34638,15084,3
datasets/VinBigdata/dataset/Buimanhhung/Buimanhhung/vinfast-vsmart-000002395-Buimanhhung-QuangTri-MienTrung-1945-nam-vinfast-vsmart.wav,datasets/VinBigdata/dataset/Buimanhhung/Buimanhhung/vinfast-vsmart-000004278-Buimanhhung-QuangTri-MienTrung-1945-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/51990/51990/vinfast-vsmart-000004567-51990-KonTum-MienTrung-2002-nu-vinfast-vsmart.wav,17927,11286,3
datasets/ZaloAI2020/dataset/606/606-F-33/16k_606-9.wav,datasets/ZaloAI2020/dataset/606/606-F-33/16k_606-2.wav,datasets/VinBigdata/dataset/54161/54161/vinfast-vsmart-000000668-54161-DaNang-MienTrung-2002-nu-vinfast-vsmart-1.wav,512,2158,3
datasets/ZaloAI2020/dataset/647/647-F-32/16k_647-23.wav,datasets/ZaloAI2020/dataset/647/647-F-32/16k_647-6.wav,datasets/ZaloAI2020/dataset/487/487-M-34/16k_487-22.wav,47764,1245,3
datasets/VinBigdata/dataset/Anhtv_cr_712/Anhtv_cr_712/vinfast-vsmart-000005565-Anhtv_cr_712-HaNoi-MienBac-1994-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Anhtv_cr_712/Anhtv_cr_712/vinfast-vsmart-000001400-Anhtv_cr_712-HaNoi-MienBac-1994-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/704/704-M-34/16k_704-25.wav,25705,1491,3
datasets/VinBigdata/dataset/Binhpt_cf_2612/Binhpt_cf_2612/vinfast-vsmart-000004072-Binhpt_cf_2612-HaNoi-MienBac-1950-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Binhpt_cf_2612/Binhpt_cf_2612/vinfast-vsmart-000000976-Binhpt_cf_2612-HaNoi-MienBac-1950-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/768/768-M-30/16k_768-11.wav,27937,3193,3
datasets/VinBigdata/dataset/Bon_in_2912/Bon_in_2912/vinfast-vsmart-000003249-Bon_in_2912-TPHoChiMinh-MienNam-1955-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Bon_in_2912/Bon_in_2912/vinfast-vsmart-000003654-Bon_in_2912-TPHoChiMinh-MienNam-1955-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/51859/51859/vinfast-vsmart-000007184-51859-HaTinh-MienTrung-2002-nu-vinfast-vsmart.wav,7653,14717,3
datasets/VinBigdata/dataset/53004/53004/vinfast-vsmart-000001198-53004-QuangBinh-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/53004/53004/vinfast-vsmart-000003567-53004-QuangBinh-MienTrung-2002-nu-vinfast-vsmart.wav,datasets/ZaloAI2020/dataset/712/712-M-30/16k_712-10.wav,595,6317,3
datasets/ZaloAI2020/dataset/574/574-M-29/16k_574-10.wav,datasets/ZaloAI2020/dataset/574/574-M-29/16k_574-12.wav,datasets/VinBigdata/dataset/56940/56940/vinfast-vsmart-000000920-56940-GiaLai-MienTrung-2002-nu-vinfast-vsmart-1.wav,17275,36063,3
datasets/VinBigdata/dataset/54559/54559/vinfast-vsmart-000006154-54559-QuangTri-MienTrung-1991-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/54559/54559/vinfast-vsmart-000002991-54559-QuangTri-MienTrung-1991-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/515/515-M-29/16k_515-7.wav,6131,15971,3
datasets/VinBigdata/dataset/43225/43225/vinfast-vsmart-000005051-43225-QuangBinh-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/43225/43225/vinfast-vsmart-000006082-43225-QuangBinh-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Cong11/Cong11/vinfast-vsmart-000005116-Cong11-QuangNam-MienTrung-1993-nam-vinfast-vsmart-1.wav,2692,19158,3
datasets/VinBigdata/dataset/51524/51524/vinfast-vsmart-000001793-51524-PhuYen-MienTrung-1991-nam-vinfast-vsmart.wav,datasets/VinBigdata/dataset/51524/51524/vinfast-vsmart-000005187-51524-PhuYen-MienTrung-1991-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/private-test/35/35/16k_F1uXPfMTqz4HQH40y7oR.wav,38275,3973,3
datasets/ZaloAI2020/dataset/753/753-F-29/16k_753-6.wav,datasets/ZaloAI2020/dataset/753/753-F-29/16k_753-9.wav,datasets/ZaloAI2020/dataset/571/571-M-29/16k_571.wav,24645,67,3
datasets/ZaloAI2020/dataset/804/804-M-30/16k_804-2.wav,datasets/ZaloAI2020/dataset/804/804-M-30/16k_804-14.wav,datasets/VinBigdata/dataset/54656/54656/vinfast-vsmart-000006217-54656-BinhDinh-MienTrung-2002-nu-vinfast-vsmart-1.wav,2303,2790,3
datasets/ZaloAI2020/dataset/775/775-F-28/16k_775-7.wav,datasets/ZaloAI2020/dataset/775/775-F-28/16k_775-14.wav,datasets/VinBigdata/dataset/Buithithe/Buithithe/vinfast-vsmart-000006973-Buithithe-QuangTri-MienTrung-1940-nu-vinfast-vsmart.wav,5258,39116,3
datasets/VinBigdata/dataset/47418/47418/vinfast-vsmart-000002791-47418-BinhDinh-MienTrung-2001-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/47418/47418/vinfast-vsmart-000002873-47418-BinhDinh-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/701/701-F-40/16k_701-11.wav,70862,81,3
datasets/ZaloAI2020/dataset/732/732-M-29/16k_732-2.wav,datasets/ZaloAI2020/dataset/732/732-M-29/16k_732-14.wav,datasets/ZaloAI2020/dataset/625/625-F-33/16k_625-15.wav,6989,5201,3
datasets/ZaloAI2020/private-test/21/21/16k_6Z3cxSG92TI8ILdniAil.wav,datasets/ZaloAI2020/private-test/21/21/16k_UOARdUli0UG4k1r3R3fo.wav,datasets/VinBigdata/dataset/Bint_in_1811/Bint_in_1811/vinfast-vsmart-000009124-Bint_in_1811-CanTho-MienNam-1945-nu-vinfast-vsmart-1.wav,24956,54640,3
datasets/ZaloAI2020/dataset/625/625-F-33/16k_625-31.wav,datasets/ZaloAI2020/dataset/625/625-F-33/16k_625-5.wav,datasets/VinBigdata/dataset/50009/50009/vinfast-vsmart-000000845-50009-KonTum-MienTrung-2001-nam-vinfast-vsmart.wav,41550,38664,3
datasets/VinBigdata/dataset/50892/50892/vinfast-vsmart-000004764-50892-PhuYen-MienTrung-1995-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/50892/50892/vinfast-vsmart-000000920-50892-PhuYen-MienTrung-1995-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/70/70-M-38/16k_70-7.wav,6948,7279,3
datasets/VinBigdata/dataset/47805/47805/vinfast-vsmart-000005108-47805-QuangBinh-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47805/47805/vinfast-vsmart-000007959-47805-QuangBinh-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/429/429-F-25/16k_429-15.wav,8827,18915,3
datasets/VinBigdata/dataset/Anh02/Anh02/vinfast-vsmart-000008554-Anh02-DaNang-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Anh02/Anh02/vinfast-vsmart-000008206-Anh02-DaNang-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/437/437-F-27/16k_437-21.wav,8796,6428,3
datasets/ZaloAI2020/dataset/455/455-F-24/16k_455-5.wav,datasets/ZaloAI2020/dataset/455/455-F-24/16k_455-8.wav,datasets/ZaloAI2020/dataset/701/701-F-40/16k_701-26.wav,15753,18614,3
datasets/VinBigdata/dataset/43225/43225/vinfast-vsmart-000006814-43225-QuangBinh-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/43225/43225/vinfast-vsmart-000005051-43225-QuangBinh-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/43319/43319/vinfast-vsmart-000002698-43319-ThuaThienHue-MienTrung-2000-nam-vinfast-vsmart-1.wav,24411,1257,3
datasets/VinBigdata/dataset/Anhtl_str_1712/Anhtl_str_1712/vinfast-vsmart-000005561-Anhtl_str_1712-VinhPhuc-MienBac-1946-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Anhtl_str_1712/Anhtl_str_1712/vinfast-vsmart-000004003-Anhtl_str_1712-VinhPhuc-MienBac-1946-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Chodt_str_2711/Chodt_str_2711/vinfast-vsmart-000000885-Chodt_str_2711-HaiPhong-MienBac-1952-nu-vinfast-vsmart-1.wav,12686,217,3
datasets/ZaloAI2020/dataset/443/443-F-30/16k_443-14.wav,datasets/ZaloAI2020/dataset/443/443-F-30/16k_443-16.wav,datasets/VinBigdata/dataset/Congpt_cr_2712/Congpt_cr_2712/vinfast-vsmart-000005394-Congpt_cr_2712-HaNoi-MienBac-2001-nam-vinfast-vsmart-1.wav,9472,8926,3
datasets/ZaloAI2020/dataset/70/70-M-38/16k_70-21.wav,datasets/ZaloAI2020/dataset/70/70-M-38/16k_70-23.wav,datasets/VinBigdata/dataset/51303/51303/vinfast-vsmart-000004485-51303-QuangNgai-MienTrung-2002-nu-vinfast-vsmart.wav,3466,2158,3
datasets/ZaloAI2020/dataset/493/493-F-30/16k_493-33.wav,datasets/ZaloAI2020/dataset/493/493-F-30/16k_493-31.wav,datasets/ZaloAI2020/dataset/624/624-M-35/16k_624-22.wav,23487,4964,3
datasets/ZaloAI2020/dataset/429/429-F-25/16k_429-18.wav,datasets/ZaloAI2020/dataset/429/429-F-25/16k_429-19.wav,datasets/ZaloAI2020/dataset/768/768-M-30/16k_768-14.wav,88060,190994,3
datasets/VinBigdata/dataset/47510/47510/vinfast-vsmart-000004152-47510-PhuYen-MienTrung-1992-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47510/47510/vinfast-vsmart-000000160-47510-PhuYen-MienTrung-1992-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Cuong1/Cuong1/vinfast-vsmart-000004475-Cuong1-QuangNgai-MienTrung-2000-nam-vinfast-vsmart-1.wav,71,27386,3
datasets/VinBigdata/dataset/54291/54291/vinfast-vsmart-000003886-54291-GiaLai-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/54291/54291/vinfast-vsmart-000002105-54291-GiaLai-MienTrung-2002-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/Baovn_str_2212/Baovn_str_2212/vinfast-vsmart-000003088-Baovn_str_2212-VinhPhuc-MienBac-1950-nam-vinfast-vsmart-1.wav,2887,5172,3
datasets/VinBigdata/dataset/54905/54905/vinfast-vsmart-000005505-54905-DaNang-MienTrung-1995-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/54905/54905/vinfast-vsmart-000004739-54905-DaNang-MienTrung-1995-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/805/805-F-27/16k_805-2.wav,1203,1026,3
datasets/VinBigdata/dataset/Buingoctoan_hr_0712/Buingoctoan_hr_0712/vinfast-vsmart-000004631-Buingoctoan_hr_0712-TPHoChiMinh-MienNam-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Buingoctoan_hr_0712/Buingoctoan_hr_0712/vinfast-vsmart-000003336-Buingoctoan_hr_0712-TPHoChiMinh-MienNam-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/51990/51990/vinfast-vsmart-000004567-51990-KonTum-MienTrung-2002-nu-vinfast-vsmart.wav,6234,8284,3
datasets/VinBigdata/dataset/Chuthanhthuyhieu_hr_0612/Chuthanhthuyhieu_hr_0612/vinfast-vsmart-000005396-Chuthanhthuyhieu_hr_0612-TPHoChiMinh-MienNam-1987-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Chuthanhthuyhieu_hr_0612/Chuthanhthuyhieu_hr_0612/vinfast-vsmart-000000382-Chuthanhthuyhieu_hr_0612-TPHoChiMinh-MienNam-1987-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/765/765-F-25/16k_765-17.wav,1170,9817,3
datasets/ZaloAI2020/dataset/748/748-M-29/16k_748-6.wav,datasets/ZaloAI2020/dataset/748/748-M-29/16k_748-11.wav,datasets/VinBigdata/dataset/45303/45303/vinfast-vsmart-000006572-45303-DakLak-MienTrung-2000-nu-vinfast-vsmart-1.wav,35401,21722,3
datasets/ZaloAI2020/dataset/501/501-M-27/16k_501-27.wav,datasets/ZaloAI2020/dataset/501/501-M-27/16k_501-15.wav,datasets/VinBigdata/dataset/52364/52364/vinfast-vsmart-000000351-52364-PhuYen-MienTrung-2002-nu-vinfast-vsmart-1.wav,179,10275,3
datasets/ZaloAI2020/dataset/723/723-F-29/16k_723-6.wav,datasets/ZaloAI2020/dataset/723/723-F-29/16k_723-11.wav,datasets/VinBigdata/dataset/43238/43238/vinfast-vsmart-000002363-43238-KonTum-MienTrung-2000-nu-vinfast-vsmart-1.wav,776,6249,3
datasets/ZaloAI2020/dataset/614/614-M-26/16k_614-M-26.wav,datasets/ZaloAI2020/dataset/614/614-M-26/16k_614-21.wav,datasets/ZaloAI2020/dataset/531/531-M-35/16k_531-18.wav,89862,87,3
datasets/ZaloAI2020/dataset/727/727-F-35/16k_727.wav,datasets/ZaloAI2020/dataset/727/727-F-35/16k_727-8.wav,datasets/ZaloAI2020/dataset/579/579-F-39/16k_579-15.wav,15766,88250,3
datasets/VinBigdata/dataset/Binhlt_str_712/Binhlt_str_712/vinfast-vsmart-000000350-Binhlt_str_712-HaiPhong-MienBac-1947-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Binhlt_str_712/Binhlt_str_712/vinfast-vsmart-000002069-Binhlt_str_712-HaiPhong-MienBac-1947-nu-vinfast-vsmart.wav,datasets/ZaloAI2020/dataset/468/468-M-30/16k_468-33.wav,27695,4985,3
datasets/ZaloAI2020/dataset/764/764-M-29/16k_764-12.wav,datasets/ZaloAI2020/dataset/764/764-M-29/16k_764-10.wav,datasets/ZaloAI2020/dataset/596/596-F-31/16k_596-10.wav,968,8464,3
datasets/ZaloAI2020/dataset/782/782-M-35/16k_782-11.wav,datasets/ZaloAI2020/dataset/782/782-M-35/16k_782-7.wav,datasets/VinBigdata/dataset/47162/47162/vinfast-vsmart-000004221-47162-PhuYen-MienTrung-1992-nam-vinfast-vsmart-1.wav,3990,15,3
datasets/VinBigdata/dataset/51462/51462/vinfast-vsmart-000004852-51462-QuangNgai-MienTrung-1992-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/51462/51462/vinfast-vsmart-000001814-51462-QuangNgai-MienTrung-1992-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/780/780-M-30/16k_780-3.wav,6769,687,3
datasets/ZaloAI2020/dataset/776/776-M-30/16k_776-17.wav,datasets/ZaloAI2020/dataset/776/776-M-30/16k_776-15.wav,datasets/VinBigdata/dataset/Bichntn_cf_1912/Bichntn_cf_1912/vinfast-vsmart-000004478-Bichntn_cf_1912-HaNoi-MienBac-1960-nu-vinfast-vsmart.wav,23840,4018,3
datasets/ZaloAI2020/dataset/96/96-M-29/16k_96-4.wav,datasets/ZaloAI2020/dataset/96/96-M-29/16k_96-14.wav,datasets/ZaloAI2020/private-test/32/32/16k_c1J4Hmfts6AF6i2nVBbd.wav,124431,487,3
datasets/VinBigdata/dataset/47655/47655/vinfast-vsmart-000001433-47655-GiaLai-MienTrung-2001-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/47655/47655/vinfast-vsmart-000004329-47655-GiaLai-MienTrung-2001-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/86/86-M-31/16k_86-23.wav,20549,8740,3
datasets/ZaloAI2020/dataset/445/445-M-32/16k_445-37.wav,datasets/ZaloAI2020/dataset/445/445-M-32/16k_445-11.wav,datasets/ZaloAI2020/dataset/528/528-M-32/16k_528.wav,67388,31239,3
datasets/VinBigdata/dataset/Capna_str_2911/Capna_str_2911/vinfast-vsmart-000004281-Capna_str_2911-CanTho-MienNam-1960-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Capna_str_2911/Capna_str_2911/vinfast-vsmart-000006864-Capna_str_2911-CanTho-MienNam-1960-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Buingoctoan_hr_0712/Buingoctoan_hr_0712/vinfast-vsmart-000004812-Buingoctoan_hr_0712-TPHoChiMinh-MienNam-2001-nam-vinfast-vsmart-1.wav,129,1290,3
datasets/ZaloAI2020/dataset/83/83-F-25/16k_83-13.wav,datasets/ZaloAI2020/dataset/83/83-F-25/16k_83-8.wav,datasets/VinBigdata/dataset/54025/54025/vinfast-vsmart-000004737-54025-DaNang-MienTrung-1999-nu-vinfast-vsmart-1.wav,71759,51366,3
datasets/ZaloAI2020/dataset/87/87-F-26/16k_87.wav,datasets/ZaloAI2020/dataset/87/87-F-26/16k_87-13.wav,datasets/ZaloAI2020/private-test/5/5/16k_8CP0ji5mIuXWkjEb46ZE.wav,76241,20948,3
datasets/VinBigdata/dataset/538171/538171/vinfast-vsmart-000000391-538171-DakLak-MienTrung-2002-nu-vinfast-vsmart.wav,datasets/VinBigdata/dataset/538171/538171/vinfast-vsmart-000004457-538171-DakLak-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/54800/54800/vinfast-vsmart-000000294-54800-QuangNam-MienTrung-2002-nu-vinfast-vsmart.wav,12442,32284,3
datasets/ZaloAI2020/dataset/760/760-M-30/16k_760-14.wav,datasets/ZaloAI2020/dataset/760/760-M-30/16k_760-5.wav,datasets/VinBigdata/dataset/52509/52509/vinfast-vsmart-000004158-52509-PhuYen-MienTrung-2002-nam-vinfast-vsmart-1.wav,44430,9996,3
datasets/ZaloAI2020/dataset/711/711-F-29/16k_711-9.wav,datasets/ZaloAI2020/dataset/711/711-F-29/16k_711-11.wav,datasets/ZaloAI2020/dataset/611/611-F-26/16k_611-21.wav,15731,3542,3
datasets/ZaloAI2020/dataset/764/764-M-29/16k_764-6.wav,datasets/ZaloAI2020/dataset/764/764-M-29/16k_764-4.wav,datasets/VinBigdata/dataset/51624/51624/vinfast-vsmart-000006524-51624-BinhDinh-MienTrung-2002-nu-vinfast-vsmart-1.wav,78691,2487,3
datasets/ZaloAI2020/dataset/580/580-F-23/16k_580-4.wav,datasets/ZaloAI2020/dataset/580/580-F-23/16k_580-25.wav,datasets/ZaloAI2020/dataset/465/465-F-27/16k_465-29.wav,102,22811,3
datasets/ZaloAI2020/dataset/796/796-M-32/16k_796-20.wav,datasets/ZaloAI2020/dataset/796/796-M-32/16k_796-9.wav,datasets/VinBigdata/dataset/47418/47418/vinfast-vsmart-000006131-47418-BinhDinh-MienTrung-2001-nu-vinfast-vsmart-1.wav,735,9336,3
datasets/ZaloAI2020/dataset/793/793-F-28/16k_793-16.wav,datasets/ZaloAI2020/dataset/793/793-F-28/16k_793-11.wav,datasets/ZaloAI2020/private-test/3/3/16k_qb4BVF86Vj9LN1gokNxG.wav,41211,19872,3
datasets/VinBigdata/dataset/54578/54578/vinfast-vsmart-000004181-54578-HaTinh-MienTrung-1991-nam-vinfast-vsmart.wav,datasets/VinBigdata/dataset/54578/54578/vinfast-vsmart-000003193-54578-HaTinh-MienTrung-1991-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/private-test/31/31/16k_twX3EjRA03cctx6IJcn9.wav,696,5539,3
datasets/VinBigdata/dataset/54413/54413/vinfast-vsmart-000000907-54413-PhuYen-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/54413/54413/vinfast-vsmart-000000276-54413-PhuYen-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/private-test/24/24/16k_Am11IIv9eBwYc6eY0Khf.wav,15638,3645,3
datasets/VinBigdata/dataset/43320/43320/vinfast-vsmart-000002728-43320-ThuaThienHue-MienTrung-2000-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/43320/43320/vinfast-vsmart-000001698-43320-ThuaThienHue-MienTrung-2000-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/47805/47805/vinfast-vsmart-000008118-47805-QuangBinh-MienTrung-2001-nu-vinfast-vsmart-1.wav,12583,9152,3
datasets/VinBigdata/dataset/Anhnt_hr_1712/Anhnt_hr_1712/vinfast-vsmart-000004880-Anhnt_hr_1712-HaNoi-MienBac-1971-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Anhnt_hr_1712/Anhnt_hr_1712/vinfast-vsmart-000000119-Anhnt_hr_1712-HaNoi-MienBac-1971-nam-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/587/587-M-35/16k_587-26.wav,19249,9739,3
datasets/ZaloAI2020/dataset/757/757-F-28/16k_757-6.wav,datasets/ZaloAI2020/dataset/757/757-F-28/16k_757-5.wav,datasets/ZaloAI2020/dataset/739/739-F-29/16k_739-4.wav,25302,544210,3
datasets/VinBigdata/dataset/440081/440081/vinfast-vsmart-000001519-440081-PhuYen-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/440081/440081/vinfast-vsmart-000000444-440081-PhuYen-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/632/632-M-27/16k_632.wav,526,1111,3
datasets/VinBigdata/dataset/50161/50161/vinfast-vsmart-000005191-50161-NamDinh-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/50161/50161/vinfast-vsmart-000000469-50161-NamDinh-MienTrung-2001-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/53732/53732/vinfast-vsmart-000004039-53732-DakLak-MienTrung-2002-nam-vinfast-vsmart-1.wav,911,5922,3
datasets/VinBigdata/dataset/44842/44842/vinfast-vsmart-000004668-44842-QuangNam-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/44842/44842/vinfast-vsmart-000007300-44842-QuangNam-MienTrung-2000-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/730/730-M-31/16k_730-9.wav,1171,1163,3
datasets/VinBigdata/dataset/55042/55042/vinfast-vsmart-000000215-55042-HaTinh-MienTrung-2020-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/55042/55042/vinfast-vsmart-000004807-55042-HaTinh-MienTrung-2020-nam-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Bichdtl_cf_0312/Bichdtl_cf_0312/vinfast-vsmart-000004733-Bichdtl_cf_0312-CanTho-MienNam-1959-nu-vinfast-vsmart-1.wav,2068,6988,3
datasets/ZaloAI2020/dataset/51/51-F-30/16k_51-21.wav,datasets/ZaloAI2020/dataset/51/51-F-30/16k_51-10.wav,datasets/VinBigdata/dataset/Chaunhi/Chaunhi/vinfast-vsmart-000003744-Chaunhi-DaNang-MienTrung-1997-nu-vinfast-vsmart.wav,15703,1119,3
datasets/VinBigdata/dataset/52364/52364/vinfast-vsmart-000003910-52364-PhuYen-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/52364/52364/vinfast-vsmart-000000731-52364-PhuYen-MienTrung-2002-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/608/608-M-35/16k_608-21.wav,12022,17943,3
datasets/VinBigdata/dataset/Chiendt_str_112/Chiendt_str_112/vinfast-vsmart-000006083-Chiendt_str_112-HaiPhong-MienBac-1945-nu-vinfast-vsmart-1.wav,datasets/VinBigdata/dataset/Chiendt_str_112/Chiendt_str_112/vinfast-vsmart-000001994-Chiendt_str_112-HaiPhong-MienBac-1945-nu-vinfast-vsmart-1.wav,datasets/ZaloAI2020/dataset/479/479-F-24/16k_479-12.wav,2553,1562,3
datasets/ZaloAI2020/dataset/441/441-M-37/16k_441-22.wav,datasets/ZaloAI2020/dataset/441/441-M-37/16k_441-39.wav,datasets/ZaloAI2020/dataset/98/98-M-31/16k_98-11.wav,77,16540,3
datasets/VinBigdata/dataset/50009/50009/vinfast-vsmart-000000845-50009-KonTum-MienTrung-2001-nam-vinfast-vsmart.wav,datasets/VinBigdata/dataset/50009/50009/vinfast-vsmart-000004468-50009-KonTum-MienTrung-2001-nam-vinfast-vsmart.wav,datasets/VinBigdata/dataset/Bent_str_2211/Bent_str_2211/vinfast-vsmart-000008414-Bent_str_2211-CanTho-MienNam-1949-nu-vinfast-vsmart-1.wav,12898,7423,3
